action;sentence
nemen; $ Lid1 :  $  Indien het beroep zich richt tegen het niet tijdig nemen van een besluit, blijft het bestuursorgaan verplicht dit besluit te nemen, tenzij de belanghebbende daarbij als gevolg van de beslissing op het beroep geen belang meer heeft.  $ Lid2 :  $  Het bestuursorgaan stelt een besluit als bedoeld in het eerste lid onverwijld ter beschikking aan het orgaan waarbij het beroep aanhangig is.  $ Lid3 :  $  Het beroep tegen het niet tijdig nemen van een besluit heeft mede betrekking op het alsnog genomen besluit, tenzij dit geheel aan het beroep tegemoet komt.  $ Lid4 :  $  De beslissing op het beroep kan echter worden verwezen naar een ander orgaan waarbij bezwaar of beroep tegen het alsnog genomen besluit aanhangig is, dan wel kan of kon worden gemaakt of ingesteld.  $ Lid5 :  $  Het beroep tegen het niet tijdig nemen van een besluit kan alsnog gegrond worden verklaard, indien de indiener van het beroepschrift daarbij belang heeft.
verplicht; $ Lid1 :  $  Indien het beroep zich richt tegen het niet tijdig nemen van een besluit, blijft het bestuursorgaan verplicht dit besluit te nemen, tenzij de belanghebbende daarbij als gevolg van de beslissing op het beroep geen belang meer heeft.  $ Lid2 :  $  Het bestuursorgaan stelt een besluit als bedoeld in het eerste lid onverwijld ter beschikking aan het orgaan waarbij het beroep aanhangig is.  $ Lid3 :  $  Het beroep tegen het niet tijdig nemen van een besluit heeft mede betrekking op het alsnog genomen besluit, tenzij dit geheel aan het beroep tegemoet komt.  $ Lid4 :  $  De beslissing op het beroep kan echter worden verwezen naar een ander orgaan waarbij bezwaar of beroep tegen het alsnog genomen besluit aanhangig is, dan wel kan of kon worden gemaakt of ingesteld.  $ Lid5 :  $  Het beroep tegen het niet tijdig nemen van een besluit kan alsnog gegrond worden verklaard, indien de indiener van het beroepschrift daarbij belang heeft.
stelt; $ Lid1 :  $  Indien het beroep zich richt tegen het niet tijdig nemen van een besluit, blijft het bestuursorgaan verplicht dit besluit te nemen, tenzij de belanghebbende daarbij als gevolg van de beslissing op het beroep geen belang meer heeft.  $ Lid2 :  $  Het bestuursorgaan stelt een besluit als bedoeld in het eerste lid onverwijld ter beschikking aan het orgaan waarbij het beroep aanhangig is.  $ Lid3 :  $  Het beroep tegen het niet tijdig nemen van een besluit heeft mede betrekking op het alsnog genomen besluit, tenzij dit geheel aan het beroep tegemoet komt.  $ Lid4 :  $  De beslissing op het beroep kan echter worden verwezen naar een ander orgaan waarbij bezwaar of beroep tegen het alsnog genomen besluit aanhangig is, dan wel kan of kon worden gemaakt of ingesteld.  $ Lid5 :  $  Het beroep tegen het niet tijdig nemen van een besluit kan alsnog gegrond worden verklaard, indien de indiener van het beroepschrift daarbij belang heeft.
gemaakt; $ Lid1 :  $  Indien het beroep zich richt tegen het niet tijdig nemen van een besluit, blijft het bestuursorgaan verplicht dit besluit te nemen, tenzij de belanghebbende daarbij als gevolg van de beslissing op het beroep geen belang meer heeft.  $ Lid2 :  $  Het bestuursorgaan stelt een besluit als bedoeld in het eerste lid onverwijld ter beschikking aan het orgaan waarbij het beroep aanhangig is.  $ Lid3 :  $  Het beroep tegen het niet tijdig nemen van een besluit heeft mede betrekking op het alsnog genomen besluit, tenzij dit geheel aan het beroep tegemoet komt.  $ Lid4 :  $  De beslissing op het beroep kan echter worden verwezen naar een ander orgaan waarbij bezwaar of beroep tegen het alsnog genomen besluit aanhangig is, dan wel kan of kon worden gemaakt of ingesteld.  $ Lid5 :  $  Het beroep tegen het niet tijdig nemen van een besluit kan alsnog gegrond worden verklaard, indien de indiener van het beroepschrift daarbij belang heeft.
ingesteld; $ Lid1 :  $  Indien het beroep zich richt tegen het niet tijdig nemen van een besluit, blijft het bestuursorgaan verplicht dit besluit te nemen, tenzij de belanghebbende daarbij als gevolg van de beslissing op het beroep geen belang meer heeft.  $ Lid2 :  $  Het bestuursorgaan stelt een besluit als bedoeld in het eerste lid onverwijld ter beschikking aan het orgaan waarbij het beroep aanhangig is.  $ Lid3 :  $  Het beroep tegen het niet tijdig nemen van een besluit heeft mede betrekking op het alsnog genomen besluit, tenzij dit geheel aan het beroep tegemoet komt.  $ Lid4 :  $  De beslissing op het beroep kan echter worden verwezen naar een ander orgaan waarbij bezwaar of beroep tegen het alsnog genomen besluit aanhangig is, dan wel kan of kon worden gemaakt of ingesteld.  $ Lid5 :  $  Het beroep tegen het niet tijdig nemen van een besluit kan alsnog gegrond worden verklaard, indien de indiener van het beroepschrift daarbij belang heeft.
verklaard; $ Lid1 :  $  Indien het beroep zich richt tegen het niet tijdig nemen van een besluit, blijft het bestuursorgaan verplicht dit besluit te nemen, tenzij de belanghebbende daarbij als gevolg van de beslissing op het beroep geen belang meer heeft.  $ Lid2 :  $  Het bestuursorgaan stelt een besluit als bedoeld in het eerste lid onverwijld ter beschikking aan het orgaan waarbij het beroep aanhangig is.  $ Lid3 :  $  Het beroep tegen het niet tijdig nemen van een besluit heeft mede betrekking op het alsnog genomen besluit, tenzij dit geheel aan het beroep tegemoet komt.  $ Lid4 :  $  De beslissing op het beroep kan echter worden verwezen naar een ander orgaan waarbij bezwaar of beroep tegen het alsnog genomen besluit aanhangig is, dan wel kan of kon worden gemaakt of ingesteld.  $ Lid5 :  $  Het beroep tegen het niet tijdig nemen van een besluit kan alsnog gegrond worden verklaard, indien de indiener van het beroepschrift daarbij belang heeft.
ingetrokken; $ Lid1 :  $  Het bezwaar of beroep kan schriftelijk worden ingetrokken.  $ Lid2 :  $  Tijdens het horen kan de intrekking ook mondeling geschieden.
gemaakt;Een besluit waartegen bezwaar is gemaakt of beroep is ingesteld, kan, ondanks schending van een geschreven of ongeschreven rechtsregel of algemeen rechtsbeginsel, door het orgaan dat op het bezwaar of beroep beslist in stand worden gelaten indien aannemelijk is dat de belanghebbenden daardoor niet zijn benadeeld.
ingesteld;Een besluit waartegen bezwaar is gemaakt of beroep is ingesteld, kan, ondanks schending van een geschreven of ongeschreven rechtsregel of algemeen rechtsbeginsel, door het orgaan dat op het bezwaar of beroep beslist in stand worden gelaten indien aannemelijk is dat de belanghebbenden daardoor niet zijn benadeeld.
ingesteld; $ Lid1 :  $  Indien beroep kan worden ingesteld tegen de beslissing op het bezwaar of beroep, wordt daarvan bij de bekendmaking van de beslissing melding gemaakt.  $ Lid2 :  $  Hierbij wordt vermeld door wie, binnen welke termijn en bij welk orgaan beroep kan worden ingesteld.
gemaakt; $ Lid1 :  $  Indien beroep kan worden ingesteld tegen de beslissing op het bezwaar of beroep, wordt daarvan bij de bekendmaking van de beslissing melding gemaakt.  $ Lid2 :  $  Hierbij wordt vermeld door wie, binnen welke termijn en bij welk orgaan beroep kan worden ingesteld.
stellen; $ Lid1 :  $  Degene aan wie het recht is toegekend beroep bij een bestuursrechter in te stellen, dient alvorens beroep in te stellen bezwaar te maken, tenzij:  $ Onderdeela :  $  het besluit in bezwaar of in administratief beroep is genomen,  $ Onderdeelb :  $  het besluit aan goedkeuring is onderworpen,  $ Onderdeelc :  $  het besluit een goedkeuring of een weigering daarvan inhoudt,  $ Onderdeeld :  $  het besluit is voorbereid met toepassing van ,afdeling 3.4 het besluit is voorbereid met toepassing van ,  $ Onderdeele :  $  het besluit is genomen op basis van een uitspraak waarin de bestuursrechter met toepassing van , heeft bepaald dat  geheel of gedeeltelijk buiten toepassing blijft,artikel 8:72, vierde lid, onderdeel a het besluit is genomen op basis van een uitspraak waarin de bestuursrechter met toepassing van , heeft bepaald dat  geheel of gedeeltelijk buiten toepassing blijft,  $ Onderdeelf :  $  het beroep zich richt tegen het niet tijdig nemen van een besluit,  $ Onderdeelg :  $  het besluit is genomen op grond van een voorschrift als genoemd in de bij deze wet behorende Regeling rechtstreeks beroep dan wel het besluit anderszins in die regeling is omschreven.  $ Lid2 :  $  Tegen de beslissing op het bezwaar kan beroep worden ingesteld met toepassing van de voorschriften die gelden voor het instellen van beroep tegen het besluit waartegen bezwaar is gemaakt.
gemaakt; $ Lid1 :  $  Degene aan wie het recht is toegekend beroep bij een bestuursrechter in te stellen, dient alvorens beroep in te stellen bezwaar te maken, tenzij:  $ Onderdeela :  $  het besluit in bezwaar of in administratief beroep is genomen,  $ Onderdeelb :  $  het besluit aan goedkeuring is onderworpen,  $ Onderdeelc :  $  het besluit een goedkeuring of een weigering daarvan inhoudt,  $ Onderdeeld :  $  het besluit is voorbereid met toepassing van ,afdeling 3.4 het besluit is voorbereid met toepassing van ,  $ Onderdeele :  $  het besluit is genomen op basis van een uitspraak waarin de bestuursrechter met toepassing van , heeft bepaald dat  geheel of gedeeltelijk buiten toepassing blijft,artikel 8:72, vierde lid, onderdeel a het besluit is genomen op basis van een uitspraak waarin de bestuursrechter met toepassing van , heeft bepaald dat  geheel of gedeeltelijk buiten toepassing blijft,  $ Onderdeelf :  $  het beroep zich richt tegen het niet tijdig nemen van een besluit,  $ Onderdeelg :  $  het besluit is genomen op grond van een voorschrift als genoemd in de bij deze wet behorende Regeling rechtstreeks beroep dan wel het besluit anderszins in die regeling is omschreven.  $ Lid2 :  $  Tegen de beslissing op het bezwaar kan beroep worden ingesteld met toepassing van de voorschriften die gelden voor het instellen van beroep tegen het besluit waartegen bezwaar is gemaakt.
genomen; $ Lid1 :  $  Degene aan wie het recht is toegekend beroep bij een bestuursrechter in te stellen, dient alvorens beroep in te stellen bezwaar te maken, tenzij:  $ Onderdeela :  $  het besluit in bezwaar of in administratief beroep is genomen,  $ Onderdeelb :  $  het besluit aan goedkeuring is onderworpen,  $ Onderdeelc :  $  het besluit een goedkeuring of een weigering daarvan inhoudt,  $ Onderdeeld :  $  het besluit is voorbereid met toepassing van ,afdeling 3.4 het besluit is voorbereid met toepassing van ,  $ Onderdeele :  $  het besluit is genomen op basis van een uitspraak waarin de bestuursrechter met toepassing van , heeft bepaald dat  geheel of gedeeltelijk buiten toepassing blijft,artikel 8:72, vierde lid, onderdeel a het besluit is genomen op basis van een uitspraak waarin de bestuursrechter met toepassing van , heeft bepaald dat  geheel of gedeeltelijk buiten toepassing blijft,  $ Onderdeelf :  $  het beroep zich richt tegen het niet tijdig nemen van een besluit,  $ Onderdeelg :  $  het besluit is genomen op grond van een voorschrift als genoemd in de bij deze wet behorende Regeling rechtstreeks beroep dan wel het besluit anderszins in die regeling is omschreven.  $ Lid2 :  $  Tegen de beslissing op het bezwaar kan beroep worden ingesteld met toepassing van de voorschriften die gelden voor het instellen van beroep tegen het besluit waartegen bezwaar is gemaakt.
verzoeken; $ Lid1 :  $  In het bezwaarschrift kan de indiener het bestuursorgaan verzoeken in te stemmen met rechtstreeks beroep bij de bestuursrechter, zulks in afwijking van .artikel 7:1 In het bezwaarschrift kan de indiener het bestuursorgaan verzoeken in te stemmen met rechtstreeks beroep bij de bestuursrechter, zulks in afwijking van .  $ Lid2 :  $  Het bestuursorgaan wijst het verzoek in ieder geval af, indien tegen het besluit een ander bezwaarschrift is ingediend waarin eenzelfde verzoek ontbreekt, tenzij dat andere bezwaarschrift kennelijk niet-ontvankelijk is.  $ Lid3 :  $  Het bestuursorgaan kan instemmen met het verzoek indien de zaak daarvoor geschikt is.  $ Lid4 :  $  Het bestuursorgaan beslist zo spoedig mogelijk op het verzoek. Een beslissing tot instemming wordt genomen zodra redelijkerwijs kan worden aangenomen dat geen nieuwe bezwaarschriften zullen worden ingediend. De  en  zijn niet van toepassing.artikelen 4:7 Het bestuursorgaan beslist zo spoedig mogelijk op het verzoek. Een beslissing tot instemming wordt genomen zodra redelijkerwijs kan worden aangenomen dat geen nieuwe bezwaarschriften zullen worden ingediend. De  en  zijn niet van toepassing.  $ Lid5 :  $  Indien het bestuursorgaan instemt met het verzoek zendt het het bezwaarschrift, onder vermelding van de datum van ontvangst, onverwijld door aan de bevoegde rechter.  $ Lid6 :  $  Een na de instemming ontvangen bezwaarschrift wordt eveneens onverwijld doorgezonden aan de bevoegde rechter. Indien dit bezwaarschrift geen verzoek als bedoeld in het eerste lid bevat, wordt, in afwijking van , geen griffierecht geheven.artikel 8:41, eerste lid Een na de instemming ontvangen bezwaarschrift wordt eveneens onverwijld doorgezonden aan de bevoegde rechter. Indien dit bezwaarschrift geen verzoek als bedoeld in het eerste lid bevat, wordt, in afwijking van , geen griffierecht geheven.
ingediend; $ Lid1 :  $  In het bezwaarschrift kan de indiener het bestuursorgaan verzoeken in te stemmen met rechtstreeks beroep bij de bestuursrechter, zulks in afwijking van .artikel 7:1 In het bezwaarschrift kan de indiener het bestuursorgaan verzoeken in te stemmen met rechtstreeks beroep bij de bestuursrechter, zulks in afwijking van .  $ Lid2 :  $  Het bestuursorgaan wijst het verzoek in ieder geval af, indien tegen het besluit een ander bezwaarschrift is ingediend waarin eenzelfde verzoek ontbreekt, tenzij dat andere bezwaarschrift kennelijk niet-ontvankelijk is.  $ Lid3 :  $  Het bestuursorgaan kan instemmen met het verzoek indien de zaak daarvoor geschikt is.  $ Lid4 :  $  Het bestuursorgaan beslist zo spoedig mogelijk op het verzoek. Een beslissing tot instemming wordt genomen zodra redelijkerwijs kan worden aangenomen dat geen nieuwe bezwaarschriften zullen worden ingediend. De  en  zijn niet van toepassing.artikelen 4:7 Het bestuursorgaan beslist zo spoedig mogelijk op het verzoek. Een beslissing tot instemming wordt genomen zodra redelijkerwijs kan worden aangenomen dat geen nieuwe bezwaarschriften zullen worden ingediend. De  en  zijn niet van toepassing.  $ Lid5 :  $  Indien het bestuursorgaan instemt met het verzoek zendt het het bezwaarschrift, onder vermelding van de datum van ontvangst, onverwijld door aan de bevoegde rechter.  $ Lid6 :  $  Een na de instemming ontvangen bezwaarschrift wordt eveneens onverwijld doorgezonden aan de bevoegde rechter. Indien dit bezwaarschrift geen verzoek als bedoeld in het eerste lid bevat, wordt, in afwijking van , geen griffierecht geheven.artikel 8:41, eerste lid Een na de instemming ontvangen bezwaarschrift wordt eveneens onverwijld doorgezonden aan de bevoegde rechter. Indien dit bezwaarschrift geen verzoek als bedoeld in het eerste lid bevat, wordt, in afwijking van , geen griffierecht geheven.
genomen; $ Lid1 :  $  In het bezwaarschrift kan de indiener het bestuursorgaan verzoeken in te stemmen met rechtstreeks beroep bij de bestuursrechter, zulks in afwijking van .artikel 7:1 In het bezwaarschrift kan de indiener het bestuursorgaan verzoeken in te stemmen met rechtstreeks beroep bij de bestuursrechter, zulks in afwijking van .  $ Lid2 :  $  Het bestuursorgaan wijst het verzoek in ieder geval af, indien tegen het besluit een ander bezwaarschrift is ingediend waarin eenzelfde verzoek ontbreekt, tenzij dat andere bezwaarschrift kennelijk niet-ontvankelijk is.  $ Lid3 :  $  Het bestuursorgaan kan instemmen met het verzoek indien de zaak daarvoor geschikt is.  $ Lid4 :  $  Het bestuursorgaan beslist zo spoedig mogelijk op het verzoek. Een beslissing tot instemming wordt genomen zodra redelijkerwijs kan worden aangenomen dat geen nieuwe bezwaarschriften zullen worden ingediend. De  en  zijn niet van toepassing.artikelen 4:7 Het bestuursorgaan beslist zo spoedig mogelijk op het verzoek. Een beslissing tot instemming wordt genomen zodra redelijkerwijs kan worden aangenomen dat geen nieuwe bezwaarschriften zullen worden ingediend. De  en  zijn niet van toepassing.  $ Lid5 :  $  Indien het bestuursorgaan instemt met het verzoek zendt het het bezwaarschrift, onder vermelding van de datum van ontvangst, onverwijld door aan de bevoegde rechter.  $ Lid6 :  $  Een na de instemming ontvangen bezwaarschrift wordt eveneens onverwijld doorgezonden aan de bevoegde rechter. Indien dit bezwaarschrift geen verzoek als bedoeld in het eerste lid bevat, wordt, in afwijking van , geen griffierecht geheven.artikel 8:41, eerste lid Een na de instemming ontvangen bezwaarschrift wordt eveneens onverwijld doorgezonden aan de bevoegde rechter. Indien dit bezwaarschrift geen verzoek als bedoeld in het eerste lid bevat, wordt, in afwijking van , geen griffierecht geheven.
ontvangen; $ Lid1 :  $  In het bezwaarschrift kan de indiener het bestuursorgaan verzoeken in te stemmen met rechtstreeks beroep bij de bestuursrechter, zulks in afwijking van .artikel 7:1 In het bezwaarschrift kan de indiener het bestuursorgaan verzoeken in te stemmen met rechtstreeks beroep bij de bestuursrechter, zulks in afwijking van .  $ Lid2 :  $  Het bestuursorgaan wijst het verzoek in ieder geval af, indien tegen het besluit een ander bezwaarschrift is ingediend waarin eenzelfde verzoek ontbreekt, tenzij dat andere bezwaarschrift kennelijk niet-ontvankelijk is.  $ Lid3 :  $  Het bestuursorgaan kan instemmen met het verzoek indien de zaak daarvoor geschikt is.  $ Lid4 :  $  Het bestuursorgaan beslist zo spoedig mogelijk op het verzoek. Een beslissing tot instemming wordt genomen zodra redelijkerwijs kan worden aangenomen dat geen nieuwe bezwaarschriften zullen worden ingediend. De  en  zijn niet van toepassing.artikelen 4:7 Het bestuursorgaan beslist zo spoedig mogelijk op het verzoek. Een beslissing tot instemming wordt genomen zodra redelijkerwijs kan worden aangenomen dat geen nieuwe bezwaarschriften zullen worden ingediend. De  en  zijn niet van toepassing.  $ Lid5 :  $  Indien het bestuursorgaan instemt met het verzoek zendt het het bezwaarschrift, onder vermelding van de datum van ontvangst, onverwijld door aan de bevoegde rechter.  $ Lid6 :  $  Een na de instemming ontvangen bezwaarschrift wordt eveneens onverwijld doorgezonden aan de bevoegde rechter. Indien dit bezwaarschrift geen verzoek als bedoeld in het eerste lid bevat, wordt, in afwijking van , geen griffierecht geheven.artikel 8:41, eerste lid Een na de instemming ontvangen bezwaarschrift wordt eveneens onverwijld doorgezonden aan de bevoegde rechter. Indien dit bezwaarschrift geen verzoek als bedoeld in het eerste lid bevat, wordt, in afwijking van , geen griffierecht geheven.
geheven; $ Lid1 :  $  In het bezwaarschrift kan de indiener het bestuursorgaan verzoeken in te stemmen met rechtstreeks beroep bij de bestuursrechter, zulks in afwijking van .artikel 7:1 In het bezwaarschrift kan de indiener het bestuursorgaan verzoeken in te stemmen met rechtstreeks beroep bij de bestuursrechter, zulks in afwijking van .  $ Lid2 :  $  Het bestuursorgaan wijst het verzoek in ieder geval af, indien tegen het besluit een ander bezwaarschrift is ingediend waarin eenzelfde verzoek ontbreekt, tenzij dat andere bezwaarschrift kennelijk niet-ontvankelijk is.  $ Lid3 :  $  Het bestuursorgaan kan instemmen met het verzoek indien de zaak daarvoor geschikt is.  $ Lid4 :  $  Het bestuursorgaan beslist zo spoedig mogelijk op het verzoek. Een beslissing tot instemming wordt genomen zodra redelijkerwijs kan worden aangenomen dat geen nieuwe bezwaarschriften zullen worden ingediend. De  en  zijn niet van toepassing.artikelen 4:7 Het bestuursorgaan beslist zo spoedig mogelijk op het verzoek. Een beslissing tot instemming wordt genomen zodra redelijkerwijs kan worden aangenomen dat geen nieuwe bezwaarschriften zullen worden ingediend. De  en  zijn niet van toepassing.  $ Lid5 :  $  Indien het bestuursorgaan instemt met het verzoek zendt het het bezwaarschrift, onder vermelding van de datum van ontvangst, onverwijld door aan de bevoegde rechter.  $ Lid6 :  $  Een na de instemming ontvangen bezwaarschrift wordt eveneens onverwijld doorgezonden aan de bevoegde rechter. Indien dit bezwaarschrift geen verzoek als bedoeld in het eerste lid bevat, wordt, in afwijking van , geen griffierecht geheven.artikel 8:41, eerste lid Een na de instemming ontvangen bezwaarschrift wordt eveneens onverwijld doorgezonden aan de bevoegde rechter. Indien dit bezwaarschrift geen verzoek als bedoeld in het eerste lid bevat, wordt, in afwijking van , geen griffierecht geheven.
stelt; $ Lid1 :  $  Voordat een bestuursorgaan op het bezwaar beslist, stelt het belanghebbenden in de gelegenheid te worden gehoord.  $ Lid2 :  $  Het bestuursorgaan stelt daarvan in ieder geval de indiener van het bezwaarschrift op de hoogte alsmede de belanghebbenden die bij de voorbereiding van het besluit hun zienswijze naar voren hebben gebracht.
verklaart;Van het horen van een belanghebbende kan worden afgezien indien:  $ Onderdeela :  $  het bezwaar kennelijk niet-ontvankelijk is,  $ Onderdeelb :  $  het bezwaar kennelijk ongegrond is,  $ Onderdeelc :  $  de belanghebbende heeft verklaard geen gebruik te willen maken van het recht te worden gehoord,  $ Onderdeeld :  $  de belanghebbende niet binnen een door het bestuursorgaan gestelde redelijke termijn verklaart dat hij gebruik wil maken van het recht te worden gehoord, of  $ Onderdeele :  $  aan het bezwaar volledig tegemoet wordt gekomen en andere belanghebbenden daardoor niet in hun belangen kunnen worden geschaad.
maken;Van het horen van een belanghebbende kan worden afgezien indien:  $ Onderdeela :  $  het bezwaar kennelijk niet-ontvankelijk is,  $ Onderdeelb :  $  het bezwaar kennelijk ongegrond is,  $ Onderdeelc :  $  de belanghebbende heeft verklaard geen gebruik te willen maken van het recht te worden gehoord,  $ Onderdeeld :  $  de belanghebbende niet binnen een door het bestuursorgaan gestelde redelijke termijn verklaart dat hij gebruik wil maken van het recht te worden gehoord, of  $ Onderdeele :  $  aan het bezwaar volledig tegemoet wordt gekomen en andere belanghebbenden daardoor niet in hun belangen kunnen worden geschaad.
verkrijgen; $ Lid1 :  $  Tot tien dagen voor het horen kunnen belanghebbenden nadere stukken indienen.  $ Lid2 :  $  Het bestuursorgaan legt het bezwaarschrift en alle verder op de zaak betrekking hebbende stukken voorafgaand aan het horen gedurende ten minste een week voor belanghebbenden ter inzage.  $ Lid3 :  $  Bij de oproeping voor het horen worden belanghebbenden gewezen op het eerste lid en wordt vermeld waar en wanneer de stukken ter inzage zullen liggen.  $ Lid4 :  $  Belanghebbenden kunnen van deze stukken tegen vergoeding van ten hoogste de kosten afschriften verkrijgen.  $ Lid5 :  $  Voor zover de belanghebbenden daarmee instemmen, kan toepassing van het tweede lid achterwege worden gelaten.  $ Lid6 :  $  Het bestuursorgaan kan, al dan niet op verzoek van een belanghebbende, toepassing van het tweede lid voorts achterwege laten, voor zover geheimhouding om gewichtige redenen is geboden. Van de toepassing van deze bepaling wordt mededeling gedaan.  $ Lid7 :  $  Gewichtige redenen zijn in ieder geval niet aanwezig, voor zover ingevolge de  de verplichting bestaat een verzoek om informatie, vervat in deze stukken, in te willigen.Wet openbaarheid van bestuur  $ Lid8 :  $  Indien een gewichtige reden is gelegen in de vrees voor schade aan de lichamelijke of geestelijke gezondheid van een belanghebbende, kan inzage van de desbetreffende stukken worden voorbehouden aan een gemachtigde die hetzij advocaat hetzij arts is.
gesteld; $ Lid1 :  $  Belanghebbenden worden in elkaars aanwezigheid gehoord.  $ Lid2 :  $  Ambtshalve of op verzoek kunnen belanghebbenden afzonderlijk worden gehoord, indien aannemelijk is dat gezamenlijk horen een zorgvuldige behandeling zal belemmeren of dat tijdens het horen feiten of omstandigheden bekend zullen worden waarvan geheimhouding om gewichtige redenen is geboden.  $ Lid3 :  $  Wanneer belanghebbenden afzonderlijk zijn gehoord, wordt ieder van hen op de hoogte gesteld van het verhandelde tijdens het horen buiten zijn aanwezigheid.  $ Lid4 :  $  Het bestuursorgaan kan, al dan niet op verzoek van een belanghebbende, toepassing van het derde lid achterwege laten, voor zover geheimhouding om gewichtige redenen is geboden. , is van overeenkomstige toepassing.Artikel 7:4, zesde lid, tweede volzin, zevende en achtste lid Het bestuursorgaan kan, al dan niet op verzoek van een belanghebbende, toepassing van het derde lid achterwege laten, voor zover geheimhouding om gewichtige redenen is geboden. , is van overeenkomstige toepassing.
gemaakt;Van het horen wordt een verslag gemaakt.
nemen;Wanneer na het horen aan het bestuursorgaan feiten of omstandigheden bekend worden die voor de op het bezwaar te nemen beslissing van aanmerkelijk belang kunnen zijn, wordt dit aan belanghebbenden meegedeeld en worden zij in de gelegenheid gesteld daarover te worden gehoord.
gesteld;Wanneer na het horen aan het bestuursorgaan feiten of omstandigheden bekend worden die voor de op het bezwaar te nemen beslissing van aanmerkelijk belang kunnen zijn, wordt dit aan belanghebbenden meegedeeld en worden zij in de gelegenheid gesteld daarover te worden gehoord.
ingesteld; $ Lid1 :  $  Het bestuursorgaan beslist binnen zes weken of  indien een commissie als bedoeld in  is ingesteld  binnen twaalf weken, gerekend vanaf de dag na die waarop de termijn voor het indienen van het bezwaarschrift is verstreken.artikel 7:13 Het bestuursorgaan beslist binnen zes weken of  indien een commissie als bedoeld in  is ingesteld  binnen twaalf weken, gerekend vanaf de dag na die waarop de termijn voor het indienen van het bezwaarschrift is verstreken.  $ Lid2 :  $  De termijn wordt opgeschort gerekend vanaf de dag na die waarop de indiener is verzocht een verzuim als bedoeld in  te herstellen, tot de dag waarop het verzuim is hersteld of de daarvoor gestelde termijn ongebruikt is verstreken.artikel 6:6 De termijn wordt opgeschort gerekend vanaf de dag na die waarop de indiener is verzocht een verzuim als bedoeld in  te herstellen, tot de dag waarop het verzuim is hersteld of de daarvoor gestelde termijn ongebruikt is verstreken.  $ Lid3 :  $  Het bestuursorgaan kan de beslissing voor ten hoogste zes weken verdagen.  $ Lid4 :  $  Verder uitstel is mogelijk voor zover:  $ Onderdeela :  $  alle belanghebbenden daarmee instemmen,  $ Onderdeelb :  $  de indiener van het bezwaarschrift daarmee instemt en andere belanghebbenden daardoor niet in hun belangen kunnen worden geschaad, of  $ Onderdeelc :  $  dit nodig is in verband met de naleving van wettelijke procedurevoorschriften.  $ Lid5 :  $  Indien toepassing is gegeven aan het tweede, derde of vierde lid, doet het bestuursorgaan hiervan schriftelijk mededeling aan belanghebbenden.
gegeven; $ Lid1 :  $  Het bestuursorgaan beslist binnen zes weken of  indien een commissie als bedoeld in  is ingesteld  binnen twaalf weken, gerekend vanaf de dag na die waarop de termijn voor het indienen van het bezwaarschrift is verstreken.artikel 7:13 Het bestuursorgaan beslist binnen zes weken of  indien een commissie als bedoeld in  is ingesteld  binnen twaalf weken, gerekend vanaf de dag na die waarop de termijn voor het indienen van het bezwaarschrift is verstreken.  $ Lid2 :  $  De termijn wordt opgeschort gerekend vanaf de dag na die waarop de indiener is verzocht een verzuim als bedoeld in  te herstellen, tot de dag waarop het verzuim is hersteld of de daarvoor gestelde termijn ongebruikt is verstreken.artikel 6:6 De termijn wordt opgeschort gerekend vanaf de dag na die waarop de indiener is verzocht een verzuim als bedoeld in  te herstellen, tot de dag waarop het verzuim is hersteld of de daarvoor gestelde termijn ongebruikt is verstreken.  $ Lid3 :  $  Het bestuursorgaan kan de beslissing voor ten hoogste zes weken verdagen.  $ Lid4 :  $  Verder uitstel is mogelijk voor zover:  $ Onderdeela :  $  alle belanghebbenden daarmee instemmen,  $ Onderdeelb :  $  de indiener van het bezwaarschrift daarmee instemt en andere belanghebbenden daardoor niet in hun belangen kunnen worden geschaad, of  $ Onderdeelc :  $  dit nodig is in verband met de naleving van wettelijke procedurevoorschriften.  $ Lid5 :  $  Indien toepassing is gegeven aan het tweede, derde of vierde lid, doet het bestuursorgaan hiervan schriftelijk mededeling aan belanghebbenden.
geeft; $ Lid1 :  $  Indien het bezwaar ontvankelijk is, vindt op grondslag daarvan een heroverweging van het bestreden besluit plaats.  $ Lid2 :  $  Voor zover de heroverweging daartoe aanleiding geeft, herroept het bestuursorgaan het bestreden besluit en neemt het voor zover nodig in de plaats daarvan een nieuw besluit.
neemt; $ Lid1 :  $  Indien het bezwaar ontvankelijk is, vindt op grondslag daarvan een heroverweging van het bestreden besluit plaats.  $ Lid2 :  $  Voor zover de heroverweging daartoe aanleiding geeft, herroept het bestuursorgaan het bestreden besluit en neemt het voor zover nodig in de plaats daarvan een nieuw besluit.
