,Unnamed: 0,Nummer,Lid,Opsomming niveau 1,Opsomming niveau 2,Opsomming niveau 3,Zin,Brontekst,Versie,jci 1.3,tags,verbs
527,527,Hoofdstuk7,Paragraaf3,Artikel7.26,Onderdeelb,,,"het beleid dat Onze Minister die het aangaat met betrekking tot de openbare lichamen en gemeenschappelijke organen, bedoeld in , voert.artikel 7.24, onderdeel d",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=7&paragraaf=3&artikel=7.26&o=b&z=2020-01-01&g=2020-01-01,"[['NP', ('het', 'DT'), ('beleid', 'NN')], ['NP', ('Onze', 'PRP$'), ('Minister', 'NNP'), ('die', 'PRP')], ['VP', ('aangaat', 'VBZ')], ['PP', ('met', 'IN')], ['NP', ('betrekking', 'NN')], ['PP', ('tot', 'IN')], ['NP', ('de', 'DT'), ('openbare', 'JJ'), ('lichamen', 'NNS')], ['NP', ('gemeenschappelijke', 'JJ'), ('organen', 'NNS')], ['VP', ('bedoeld', 'VBN'), ('in', 'RP')], ['NP', ('voert.artikel', 'NNP')], ['NP', ('onderdeel', 'NN')]]","{'aangaan': 'aangaat', 'bedoelen': 'bedoeld'}"
528,528,Hoofdstuk7,Paragraaf3,Artikel7.27,,,,"Een onderzoek ten aanzien van naamloze vennootschappen en besloten vennootschappen, bedoeld in , is gericht op:artikel 7.24, aanhef en onderdeel e",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=7&paragraaf=3&artikel=7.27&z=2020-01-01&g=2020-01-01,"[['NP', ('Een', 'DT'), ('onderzoek', 'NN')], ['PP', ('ten', 'IN')], ['NP', ('aanzien', 'NN')], ['PP', ('van', 'IN')], ['NP', ('naamloze', 'JJ'), ('vennootschappen', 'NNS')], ['VP', ('besloten', 'VBD')], ['NP', ('vennootschappen', 'NNS')], ['VP', ('bedoeld', 'VBN'), ('in', 'RP')], ['VP', ('is', 'MD'), ('gericht', 'VBN')], ['NP', ('op:artikel', 'NN')], ['NP', ('aanhef', 'NN'), ('en', 'CC'), ('onderdeel', 'NN')], ['ADJP', ('e', 'JJ')]]","{'besluiten': 'besloten', 'bedoelen': 'bedoeld', 'richten': 'gericht'}"
529,529,Hoofdstuk7,Paragraaf3,Artikel7.27,Onderdeela,,,de oordeelsvorming over de vervulling van het aandeelhouderschap van de Staat met betrekking tot deze naamloze vennootschappen en besloten vennootschappen;,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=7&paragraaf=3&artikel=7.27&o=a&z=2020-01-01&g=2020-01-01,"[['NP', ('de', 'DT'), ('oordeelsvorming', 'NN')], ['PP', ('over', 'IN')], ['NP', ('de', 'DT'), ('vervulling', 'NN')], ['PP', ('van', 'IN')], ['NP', ('het', 'DT'), ('aandeelhouderschap', 'NN')], ['PP', ('van', 'IN')], ['VP', ('Staat', 'VBZ')], ['PP', ('met', 'IN')], ['NP', ('betrekking', 'NN')], ['VP', ('tot', 'VB')], ['NP', ('deze', 'PRP'), ('naamloze', 'JJ'), ('vennootschappen', 'NNS')], ['VP', ('besloten', 'VBD')], ['NP', ('vennootschappen', 'NNS')]]","{'staan': 'Staat', 'totten': 'tot', 'besluiten': 'besloten'}"
530,530,Hoofdstuk7,Paragraaf3,Artikel7.27,Onderdeelb,,,het beleid dat Onze Minister die het aangaat voert met betrekking tot deze naamloze vennootschappen en besloten vennootschappen.,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=7&paragraaf=3&artikel=7.27&o=b&z=2020-01-01&g=2020-01-01,"[['NP', ('het', 'DT'), ('beleid', 'NN')], ['NP', ('Onze', 'PRP$'), ('Minister', 'NNP'), ('die', 'PRP')], ['VP', ('aangaat', 'VBZ'), ('voert', 'VBZ')], ['PP', ('met', 'IN')], ['NP', ('betrekking', 'NN')], ['VP', ('tot', 'VB')], ['NP', ('deze', 'PRP'), ('naamloze', 'JJ'), ('vennootschappen', 'NNS')], ['VP', ('besloten', 'VBD')], ['NP', ('vennootschappen', 'NNS')]]","{'aangaan': 'aangaat', 'voeren': 'voert', 'totten': 'tot', 'besluiten': 'besloten'}"
531,531,Hoofdstuk7,Paragraaf3,Artikel7.28,,,,"Onverminderd het elders bij wet of EU-verordening bepaalde, kan de Algemene Rekenkamer, voor zover aan de lidstaat van de Europese Unie de verplichting tot het toezicht op en de controle van een subsidie, lening of garantie en het beheer daarvan is opgelegd, onderzoek verrichten bij rechtspersonen, commanditaire vennootschappen, vennootschappen onder firma en natuurlijke personen die een beroep of bedrijf uitoefenen die direct, indirect of voorwaardelijk een subsidie, lening of garantie ten laste van de EU-begroting hebben ontvangen.",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=7&paragraaf=3&artikel=7.28&z=2020-01-01&g=2020-01-01,"[['NP', ('Onverminderd', 'NNP')], ['ADVP', ('elders', 'RB')], ['PP', ('bij', 'IN')], ['NP', ('wet', 'NN'), ('of', 'CC'), ('EU-verordening', 'NN'), ('bepaalde', 'PRP')], ['VP', ('kan', 'MD')], ['NP', ('de', 'DT'), ('Algemene', 'NNP'), ('Rekenkamer', 'NNP')], ['PP', ('voor', 'IN')], ['ADVP', ('zover', 'RB')], ['PP', ('aan', 'IN')], ['NP', ('de', 'DT'), ('lidstaat', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('Europese', 'JJ'), ('Unie', 'NNP')], ['NP', ('de', 'DT'), ('verplichting', 'NN')], ['PP', ('tot', 'IN')], ['NP', ('het', 'DT'), ('toezicht', 'NN')], ['PP', ('op', 'IN')], ['NP', ('de', 'DT'), ('controle', 'NN')], ['PP', ('van', 'IN')], ['NP', ('een', 'DT'), ('subsidie', 'NN')], ['NP', ('lening', 'NN'), ('of', 'CC'), ('garantie', 'NN')], ['NP', ('het', 'PRP'), ('beheer', 'NN')], ['VP', ('daarvan', 'RB'), ('is', 'MD'), ('opgelegd', 'VBN')], ['NP', ('onderzoek', 'NN')], ['VP', ('verrichten', 'VBP')], ['PP', ('bij', 'IN')], ['NP', ('rechtspersonen', 'NNS')], ['NP', ('commanditaire', 'JJ'), ('vennootschappen', 'NNS')], ['NP', ('vennootschappen', 'NNS')], ['PP', ('onder', 'IN')], ['NP', ('firma', 'NN'), ('en', 'CC'), ('natuurlijke', 'JJ'), ('personen', 'NNS'), ('die', 'PRP')], ['NP', ('een', 'DT'), ('beroep', 'NN')], ['NP', ('bedrijf', 'NN')], ['VP', ('uitoefenen', 'VB')], ['NP', ('die', 'PRP')], ['ADJP', ('direct', 'JJ')], ['NP', ('indirect', 'NN')], ['ADJP', ('voorwaardelijk', 'JJ')], ['NP', ('een', 'DT'), ('subsidie', 'NN')], ['NP', ('lening', 'NN'), ('of', 'CC'), ('garantie', 'NN')], ['PP', ('ten', 'IN')], ['NP', ('laste', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('EU-begroting', 'NN')], ['VP', ('hebben', 'MD'), ('ontvangen', 'VBN')]]","{'opleggen': 'opgelegd', 'verrichten': 'verrichten', 'uitoefenen': 'uitoefenen', 'ontvangen': 'ontvangen'}"
532,532,Hoofdstuk7,Paragraaf3,Artikel7.29,,,,"Een onderzoek ten aanzien van rechtspersonen, commanditaire vennootschappen, vennootschappen onder firma en natuurlijke personen, bedoeld in , is gericht op oordeelsvorming over het toezicht dat door Onze Ministers die het aangaan is gevoerd ter nakoming van de bij of krachtens het Verdrag betreffende de werking van de Europese Unie aan de lidstaat opgelegde verplichtingen inzake het financieel beheer van de ontvangen subsidie, lening of garantie, de controle daarvan of het toezicht daarop.artikel 7.28",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=7&paragraaf=3&artikel=7.29&z=2020-01-01&g=2020-01-01,"[['NP', ('Een', 'DT'), ('onderzoek', 'NN')], ['PP', ('ten', 'IN')], ['NP', ('aanzien', 'NN')], ['PP', ('van', 'IN')], ['NP', ('rechtspersonen', 'NNS')], ['NP', ('commanditaire', 'JJ'), ('vennootschappen', 'NNS')], ['NP', ('vennootschappen', 'NNS')], ['PP', ('onder', 'IN')], ['NP', ('firma', 'NN'), ('en', 'CC'), ('natuurlijke', 'JJ'), ('personen', 'NNS')], ['VP', ('bedoeld', 'VBN'), ('in', 'RP')], ['VP', ('is', 'MD'), ('gericht', 'VBN')], ['PP', ('op', 'IN')], ['NP', ('oordeelsvorming', 'NN')], ['PP', ('over', 'IN')], ['NP', ('het', 'DT'), ('toezicht', 'NN'), ('dat', 'PRP')], ['PP', ('door', 'IN')], ['NP', ('Onze', 'PRP$'), ('Ministers', 'NNP'), ('die', 'PRP')], ['VP', ('aangaan', 'VB'), ('is', 'MD'), ('gevoerd', 'VBN')], ['PP', ('ter', 'IN')], ['NP', ('nakoming', 'NN')], ['PP', ('van', 'IN')], ['PP', ('bij', 'IN')], ['PP', ('krachtens', 'IN')], ['NP', ('het', 'DT'), ('Verdrag', 'NNP')], ['VP', ('betreffende', 'VBG')], ['NP', ('de', 'DT'), ('werking', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('Europese', 'JJ'), ('Unie', 'NNP')], ['PP', ('aan', 'IN')], ['ADJP', ('lidstaat', 'JJ')], ['VP', ('opgelegde', 'VBN')], ['NP', ('verplichtingen', 'NNS')], ['PP', ('inzake', 'IN')], ['NP', ('het', 'DT'), ('financieel', 'JJ'), ('beheer', 'NN')], ['PP', ('van', 'IN')], ['VP', ('ontvangen', 'VBN')], ['NP', ('subsidie', 'NN')], ['NP', ('lening', 'NN'), ('of', 'CC'), ('garantie', 'NN')], ['NP', ('de', 'DT'), ('controle', 'NN')], ['ADVP', ('daarvan', 'RB')], ['NP', ('het', 'PRP'), ('toezicht', 'NN')], ['ADVP', ('daarop.artikel', 'RB')]]","{'bedoelen': 'bedoeld', 'richten': 'gericht', 'aangaan': 'aangaan', 'voeren': 'gevoerd', 'betreffennen': 'betreffende', 'opgeleggen': 'opgelegde', 'ontvangen': 'ontvangen'}"
533,533,Hoofdstuk7,Paragraaf3,Artikel7.30,Lid1,,,"De Algemene Rekenkamer stelt de Staten-Generaal en Ons in kennis van het rapport dat zij naar aanleiding van een onderzoek als bedoeld in de ,  en , vaststelt.artikelen 7.23",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=7&paragraaf=3&artikel=7.30&lid=1&z=2020-01-01&g=2020-01-01,"[['NP', ('De', 'DT'), ('Algemene', 'NNP'), ('Rekenkamer', 'NNP')], ['VP', ('stelt', 'VBP')], ['NP', ('de', 'DT'), ('Staten-Generaal', 'NNP')], ['NP', ('Ons', 'PRP$')], ['PP', ('in', 'IN')], ['NP', ('kennis', 'NN')], ['PP', ('van', 'IN')], ['NP', ('het', 'DT'), ('rapport', 'NN')], ['NP', ('zij', 'PRP')], ['PP', ('naar', 'IN')], ['NP', ('aanleiding', 'NN')], ['PP', ('van', 'IN')], ['NP', ('een', 'DT'), ('onderzoek', 'NN')], ['VP', ('bedoeld', 'VBN')], ['PP', ('in', 'IN')], ['NP', ('vaststelt.artikelen', 'NNS')]]","{'stellen': 'stelt', 'bedoelen': 'bedoeld'}"
534,534,Hoofdstuk7,Paragraaf3,Artikel7.30,Lid2,,,"De Algemene Rekenkamer stelt in voorkomende gevallen tevens de instelling, bedoeld in , in kennis van het rapport, bedoeld in het eerste lid.artikel 7.34, achtste lid",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=7&paragraaf=3&artikel=7.30&lid=2&z=2020-01-01&g=2020-01-01,"[['NP', ('De', 'DT'), ('Algemene', 'NNP'), ('Rekenkamer', 'NNP')], ['VP', ('stelt', 'VBP')], ['PP', ('in', 'IN')], ['VP', ('voorkomende', 'VBG')], ['NP', ('gevallen', 'NNS')], ['ADVP', ('tevens', 'RB')], ['NP', ('de', 'DT'), ('instelling', 'NN')], ['VP', ('bedoeld', 'VBN'), ('in', 'RP')], ['PP', ('in', 'IN')], ['NP', ('kennis', 'NN')], ['PP', ('van', 'IN')], ['NP', ('het', 'DT'), ('rapport', 'NN')], ['VP', ('bedoeld', 'VBN')], ['PP', ('in', 'IN')], ['NP', ('het', 'DT'), ('eerste', 'CD'), ('lid.artikel', 'NNP')], ['NP', ('achtste', 'JJS'), ('lid', 'NN')]]","{'stellen': 'stelt', 'voorkomennen': 'voorkomende', 'bedoelen': 'bedoeld'}"
535,535,Hoofdstuk7,Paragraaf3,Artikel7.30,Lid3,,,"Voordat de Algemene Rekenkamer een rapport, bedoeld in het eerste lid, vaststelt, stelt zij Onze Minister die het aangaat in de gelegenheid binnen een redelijke termijn te reageren op haar bevindingen en voorlopige conclusies.",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=7&paragraaf=3&artikel=7.30&lid=3&z=2020-01-01&g=2020-01-01,"[['NP', ('de', 'DT'), ('Algemene', 'NNP'), ('Rekenkamer', 'NNP')], ['NP', ('een', 'DT'), ('rapport', 'NN')], ['VP', ('bedoeld', 'VBN')], ['PP', ('in', 'IN')], ['NP', ('het', 'DT'), ('eerste', 'CD'), ('lid', 'NN')], ['VP', ('vaststelt', 'VBZ')], ['VP', ('stelt', 'VBP')], ['NP', ('zij', 'PRP'), ('Onze', 'PRP'), ('Minister', 'NNP'), ('die', 'PRP')], ['VP', ('aangaat', 'VBZ')], ['PP', ('in', 'IN')], ['NP', ('de', 'DT'), ('gelegenheid', 'NN')], ['ADVP', ('binnen', 'RB')], ['NP', ('een', 'DT'), ('redelijke', 'JJ'), ('termijn', 'NN')], ['VP', ('te', 'TO'), ('reageren', 'VB')], ['PP', ('op', 'IN')], ['NP', ('haar', 'PRP$'), ('bevindingen', 'NNS'), ('en', 'CC'), ('voorlopige', 'JJ'), ('conclusies', 'NNS')]]","{'bedoelen': 'bedoeld', 'vaststellen': 'vaststelt', 'stellen': 'stelt', 'aangaan': 'aangaat', 'reageren': 'reageren'}"
536,536,Hoofdstuk7,Paragraaf3,Artikel7.30,Lid4,,,"Van gegevens en bevindingen die naar hun aard vertrouwelijk zijn, maakt de Algemene Rekenkamer geen melding in een rapport als bedoeld in het eerste lid. Mededelingen die zodanige gegevens of bevindingen bevatten, kan zij vertrouwelijk ter kennisneming aan de Staten-Generaal verstrekken.",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=7&paragraaf=3&artikel=7.30&lid=4&z=2020-01-01&g=2020-01-01,"[['PP', ('Van', 'IN')], ['NP', ('gegevens', 'NNS'), ('en', 'CC'), ('bevindingen', 'NNS'), ('die', 'PRP')], ['PP', ('naar', 'IN')], ['NP', ('hun', 'PRP$'), ('aard', 'NN')], ['ADJP', ('vertrouwelijk', 'JJ')], ['VP', ('zijn', 'MD')], ['VP', ('maakt', 'VBZ')], ['NP', ('de', 'DT'), ('Algemene', 'NNP'), ('Rekenkamer', 'NNP'), ('geen', 'PRP'), ('melding', 'NN')], ['PP', ('in', 'IN')], ['NP', ('een', 'DT'), ('rapport', 'NN')], ['VP', ('bedoeld', 'VBN')], ['PP', ('in', 'IN')], ['NP', ('het', 'DT'), ('eerste', 'CD'), ('lid', 'NN')], ['NP', ('Mededelingen', 'NNS'), ('die', 'PRP'), ('zodanige', 'JJ'), ('gegevens', 'NNS')], ['NP', ('bevindingen', 'NNS')], ['VP', ('bevatten', 'VBP')], ['VP', ('kan', 'MD')], ['NP', ('zij', 'PRP')], ['ADJP', ('vertrouwelijk', 'JJ')], ['PP', ('ter', 'IN')], ['NP', ('kennisneming', 'NN')], ['PP', ('aan', 'IN')], ['NP', ('de', 'DT'), ('Staten-Generaal', 'NNP')], ['VP', ('verstrekken', 'VB')]]","{'maken': 'maakt', 'bedoelen': 'bedoeld', 'bevatten': 'bevatten', 'verstrekken': 'verstrekken'}"
537,537,Hoofdstuk7,Paragraaf3,Artikel7.31,,,,"De Algemene Rekenkamer onderzoekt de verklaring, bedoeld in , inzake de besteding van de Europese middelen in gedeeld beheer door Nederland.artikel 6.9",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=7&paragraaf=3&artikel=7.31&z=2020-01-01&g=2020-01-01,"[['NP', ('De', 'DT'), ('Algemene', 'NNP'), ('Rekenkamer', 'NNP')], ['VP', ('onderzoekt', 'VBZ')], ['NP', ('de', 'DT'), ('verklaring', 'NN')], ['VP', ('bedoeld', 'VBN'), ('in', 'RP')], ['PP', ('inzake', 'IN')], ['NP', ('de', 'DT'), ('besteding', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('Europese', 'JJ'), ('middelen', 'NNS')], ['PP', ('in', 'IN')], ['NP', ('gedeeld', 'NN'), ('beheer', 'NN')], ['PP', ('door', 'IN')], ['NP', ('Nederland.artikel', 'NNP')]]","{'onderzoeken': 'onderzoekt', 'bedoelen': 'bedoeld'}"
538,538,Hoofdstuk7,Paragraaf3,Artikel7.32,Lid1,,,"De Algemene Rekenkamer stelt de Staten-Generaal en Onze Minister van Financin in kennis van het rapport dat zij naar aanleiding van een onderzoek als bedoeld in , vaststelt.artikel 7.31",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=7&paragraaf=3&artikel=7.32&lid=1&z=2020-01-01&g=2020-01-01,"[['NP', ('De', 'DT'), ('Algemene', 'NNP'), ('Rekenkamer', 'NNP')], ['VP', ('stelt', 'VBP')], ['NP', ('de', 'DT'), ('Staten-Generaal', 'NNP')], ['NP', ('Onze', 'PRP$'), ('Minister', 'NNP')], ['PP', ('van', 'IN')], ['NP', ('Financin', 'NNP')], ['PP', ('in', 'IN')], ['NP', ('kennis', 'NN')], ['PP', ('van', 'IN')], ['NP', ('het', 'DT'), ('rapport', 'NN')], ['NP', ('zij', 'PRP')], ['PP', ('naar', 'IN')], ['NP', ('aanleiding', 'NN')], ['PP', ('van', 'IN')], ['NP', ('een', 'DT'), ('onderzoek', 'NN')], ['VP', ('bedoeld', 'VBN'), ('in', 'RP')], ['NP', ('vaststelt.artikel', 'NNP')]]","{'stellen': 'stelt', 'bedoelen': 'bedoeld'}"
539,539,Hoofdstuk7,Paragraaf3,Artikel7.32,Lid2,,,", is van overeenkomstige toepassing.Artikel 7.30, tweede tot en met vierde lid",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=7&paragraaf=3&artikel=7.32&lid=2&z=2020-01-01&g=2020-01-01,"[['VP', ('is', 'MD')], ['PP', ('van', 'IN')], ['NP', ('overeenkomstige', 'JJ'), ('toepassing.Artikel', 'NNP')], ['PP', ('tot', 'IN')], ['PP', ('met', 'IN')], ['NP', ('vierde', 'CD'), ('lid', 'NN')]]",{}
540,540,Hoofdstuk7,Paragraaf3,Artikel7.33,,,,De Algemene Rekenkamer biedt de Staten-Generaal en Ons jaarlijks uiterlijk op 1april een verslag aan van haar werkzaamheden in het daaraan voorafgaande jaar.,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=7&paragraaf=3&artikel=7.33&z=2020-01-01&g=2020-01-01,"[['NP', ('De', 'DT'), ('Algemene', 'NNP'), ('Rekenkamer', 'NNP')], ['VP', ('biedt', 'VBZ')], ['NP', ('de', 'DT'), ('Staten-Generaal', 'NNP')], ['NP', ('Ons', 'PRP$')], ['NP', ('jaarlijks', 'JJ'), ('uiterlijk', 'NN')], ['PP', ('op', 'IN')], ['NP', ('1april', 'CD'), ('een', 'DT'), ('verslag', 'NN')], ['PP', ('van', 'IN')], ['NP', ('haar', 'PRP$'), ('werkzaamheden', 'NNS')], ['PP', ('in', 'IN')], ['VP', ('daaraan', 'RB'), ('voorafgaande', 'VBG')], ['NP', ('jaar', 'NN')]]","{'bieden': 'biedt', 'voorafganen': 'voorafgaande'}"
541,541,Hoofdstuk7,Paragraaf3,Artikel7.34,Lid1,,,"De Algemene Rekenkamer maakt bij het onderzoek, bedoeld in , zoveel mogelijk gebruik van door anderen verrichte controles.artikel 7.24, onder a tot en met d",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=7&paragraaf=3&artikel=7.34&lid=1&z=2020-01-01&g=2020-01-01,"[['NP', ('De', 'DT'), ('Algemene', 'NNP'), ('Rekenkamer', 'NNP')], ['VP', ('maakt', 'VBZ')], ['PP', ('bij', 'IN')], ['NP', ('het', 'DT'), ('onderzoek', 'NN')], ['VP', ('bedoeld', 'VBN'), ('in', 'RP')], ['NP', ('zoveel', 'CD'), ('mogelijk', 'JJ'), ('gebruik', 'NN')], ['PP', ('door', 'IN')], ['NP', ('anderen', 'PRP')], ['VP', ('verrichte', 'VBN')], ['NP', ('controles.artikel', 'NNP')], ['PP', ('tot', 'IN')]]","{'maken': 'maakt', 'bedoelen': 'bedoeld', 'verrichen': 'verrichte'}"
542,542,Hoofdstuk7,Paragraaf3,Artikel7.34,Lid2,,,"De Algemene Rekenkamer kan aan de hand van de bescheiden die aanwezig zijn bij Onze Minister die het aangaat of de instelling, bedoeld in het achtste lid, kennis nemen van de informatie over de rechtspersonen, commanditaire vennootschappen, vennootschappen onder firma, natuurlijke personen, openbare lichamen en gemeenschappelijke organen, bedoeld in .artikel 7.24, eerste lid, onderdeel a tot en met d",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=7&paragraaf=3&artikel=7.34&lid=2&z=2020-01-01&g=2020-01-01,"[['NP', ('De', 'DT'), ('Algemene', 'NNP'), ('Rekenkamer', 'NNP')], ['VP', ('kan', 'MD')], ['PP', ('aan', 'IN')], ['NP', ('de', 'DT'), ('hand', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('bescheiden', 'JJ'), ('die', 'PRP')], ['NP', ('aanwezig', 'JJ'), ('zijn', 'PRP')], ['PP', ('bij', 'IN')], ['NP', ('Onze', 'PRP$'), ('Minister', 'NNP'), ('die', 'PRP')], ['VP', ('aangaat', 'VBZ')], ['NP', ('de', 'DT'), ('instelling', 'NN')], ['VP', ('bedoeld', 'VBN')], ['PP', ('in', 'IN')], ['NP', ('het', 'DT'), ('achtste', 'JJS'), ('lid', 'NN')], ['NP', ('kennis', 'NN')], ['VP', ('nemen', 'VBP')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('informatie', 'NN')], ['PP', ('over', 'IN')], ['NP', ('de', 'DT'), ('rechtspersonen', 'NNS')], ['NP', ('commanditaire', 'JJ'), ('vennootschappen', 'NNS')], ['NP', ('vennootschappen', 'NNS')], ['PP', ('onder', 'IN')], ['NP', ('firma', 'NN')], ['NP', ('natuurlijke', 'JJ'), ('personen', 'NNS')], ['NP', ('openbare', 'JJ'), ('lichamen', 'NNS')], ['NP', ('gemeenschappelijke', 'JJ'), ('organen', 'NNS')], ['VP', ('bedoeld', 'VBN'), ('in', 'RP')], ['NP', ('artikel', 'NN')], ['NP', ('eerste', 'CD'), ('lid', 'NN')], ['NP', ('onderdeel', 'NN')], ['PP', ('tot', 'IN')]]","{'aangaan': 'aangaat', 'bedoelen': 'bedoeld', 'nemen': 'nemen'}"
543,543,Hoofdstuk7,Paragraaf3,Artikel7.34,Lid3,,,"Indien de informatie, aanwezig bij Onze Minister die het aangaat of de instelling, bedoeld in het achtste lid, naar het oordeel van de Algemene Rekenkamer daartoe aanleiding geeft, is de Algemene Rekenkamer bevoegd bij de rechtspersonen, commanditaire vennootschappen, vennootschappen onder firma, natuurlijke personen, openbare lichamen en gemeenschappelijke organen, bedoeld in , nadere inlichtingen in te winnen of overlegging van stukken te vorderen.artikel 7.24, eerste lid, onderdeel a tot en met d",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=7&paragraaf=3&artikel=7.34&lid=3&z=2020-01-01&g=2020-01-01,"[['NP', ('de', 'DT'), ('informatie', 'NN')], ['ADJP', ('aanwezig', 'JJ')], ['PP', ('bij', 'IN')], ['NP', ('Onze', 'PRP'), ('Minister', 'NNP'), ('die', 'PRP')], ['VP', ('aangaat', 'VBZ')], ['NP', ('de', 'DT'), ('instelling', 'NN')], ['VP', ('bedoeld', 'VBN')], ['PP', ('in', 'IN')], ['NP', ('het', 'DT'), ('achtste', 'JJS'), ('lid', 'NN')], ['PP', ('naar', 'IN')], ['NP', ('het', 'DT'), ('oordeel', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('Algemene', 'NNP'), ('Rekenkamer', 'NNP')], ['ADVP', ('daartoe', 'RB')], ['NP', ('aanleiding', 'NN')], ['VP', ('geeft', 'VBZ')], ['VP', ('is', 'MD')], ['NP', ('de', 'DT'), ('Algemene', 'NNP'), ('Rekenkamer', 'NNP')], ['VP', ('bevoegd', 'VBN')], ['PP', ('bij', 'IN')], ['NP', ('de', 'DT'), ('rechtspersonen', 'NNS')], ['NP', ('commanditaire', 'JJ'), ('vennootschappen', 'NNS')], ['NP', ('vennootschappen', 'NNS')], ['PP', ('onder', 'IN')], ['NP', ('firma', 'NN')], ['NP', ('natuurlijke', 'JJ'), ('personen', 'NNS')], ['NP', ('openbare', 'JJ'), ('lichamen', 'NNS')], ['NP', ('gemeenschappelijke', 'JJ'), ('organen', 'NNS')], ['VP', ('bedoeld', 'VBN'), ('in', 'RP')], ['NP', ('nadere', 'JJR'), ('inlichtingen', 'NNS')], ['VP', ('te', 'TO'), ('winnen', 'VB')], ['NP', ('overlegging', 'NN')], ['PP', ('van', 'IN')], ['NP', ('stukken', 'NNS')], ['NP', ('vorderen.artikel', 'NNP')], ['NP', ('eerste', 'CD'), ('lid', 'NN')], ['NP', ('onderdeel', 'NN')], ['PP', ('tot', 'IN')]]","{'aangaan': 'aangaat', 'bedoelen': 'bedoeld', 'geven': 'geeft', 'bevoegden': 'bevoegd', 'winnen': 'winnen'}"
544,544,Hoofdstuk7,Paragraaf3,Artikel7.34,Lid4,,,"De Algemene Rekenkamer kan aan de hand van de administratie een onderzoek instellen bij de rechtspersonen, commanditaire vennootschappen, vennootschappen onder firma, natuurlijke personen, openbare lichamen en gemeenschappelijke organen, bedoeld in . De , en  zijn van overeenkomstige toepassing.artikel 7.24, eerste lid, onderdeel a tot en met d",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=7&paragraaf=3&artikel=7.34&lid=4&z=2020-01-01&g=2020-01-01,"[['NP', ('De', 'DT'), ('Algemene', 'NNP'), ('Rekenkamer', 'NNP')], ['VP', ('kan', 'MD')], ['PP', ('aan', 'IN')], ['NP', ('de', 'DT'), ('hand', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('administratie', 'NN')], ['NP', ('een', 'DT'), ('onderzoek', 'NN'), ('instellen', 'NNS')], ['PP', ('bij', 'IN')], ['NP', ('de', 'DT'), ('rechtspersonen', 'NNS')], ['NP', ('commanditaire', 'JJ'), ('vennootschappen', 'NNS')], ['NP', ('vennootschappen', 'NNS')], ['PP', ('onder', 'IN')], ['NP', ('firma', 'NN')], ['NP', ('natuurlijke', 'JJ'), ('personen', 'NNS')], ['NP', ('openbare', 'JJ'), ('lichamen', 'NNS')], ['NP', ('gemeenschappelijke', 'JJ'), ('organen', 'NNS')], ['VP', ('bedoeld', 'VBN'), ('in', 'RP')], ['NP', ('zijn', 'PRP')], ['PP', ('van', 'IN')], ['NP', ('overeenkomstige', 'JJ'), ('toepassing.artikel', 'NNP')], ['NP', ('eerste', 'CD'), ('lid', 'NN')], ['NP', ('onderdeel', 'NN')], ['PP', ('tot', 'IN')]]",{'bedoelen': 'bedoeld'}
